date,store_id,product_id,name,category,shelf_life_days,location,size_sqft,avg_daily_footfall,units_sold,unit_price,promo,day_of_week,is_weekend,is_holiday,temperature,rainfall_mm,humidity_percent
3/24/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,18,3.6,0,Sunday,1,0,53.5,0.08,72.2
3/24/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,13,5.05,1,Sunday,1,0,60,1.21,87.9
3/24/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,21,2.54,0,Sunday,1,0,67.4,0.45,76.4
3/24/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,22,5.99,0,Sunday,1,0,58.1,2.68,60.9
3/24/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,19,4.1,1,Sunday,1,0,66.3,0.64,77.4
3/24/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,15,3.54,0,Sunday,1,0,47.4,1.88,80.5
3/25/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,15,6,0,Monday,0,0,50.9,1.16,56.3
3/25/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,16,2.5,0,Monday,0,0,49,1.17,75.3
3/25/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,15,5.9,0,Monday,0,0,51.5,2.93,61.7
3/25/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,23,5,0,Monday,0,0,79.3,0.95,80.9
3/25/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,20,3.5,0,Monday,0,0,70.9,2.8,54.8
3/25/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,12,6,0,Monday,0,0,43.8,0.68,86.9
3/25/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,16,2.5,0,Monday,0,0,66.6,0.29,68.7
3/25/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,13,5.9,0,Monday,0,0,54.1,0.91,57.7
3/25/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,20,5,0,Monday,0,0,49.8,1.03,61
3/25/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,16,2.8,1,Monday,0,0,37.7,0.98,57.4
3/25/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,18,6,0,Monday,0,0,74.6,2.48,47.3
3/25/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,22,2.22,1,Monday,0,1,39.5,1.25,43.4
3/25/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,19,5.9,0,Monday,0,0,59.2,3.29,56.1
3/25/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,20,5,0,Monday,0,0,45.8,1.08,62.9
3/25/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,23,3.5,0,Monday,0,1,71.6,0.38,58.1
3/26/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,20,6,0,Tuesday,0,0,55,0.21,40.7
3/26/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,26,2.5,0,Tuesday,0,0,58,3.04,69
3/26/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,20,5.9,0,Tuesday,0,0,58.5,0.09,47.2
3/26/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,21,4.1,1,Tuesday,0,0,64.5,0.19,50.6
3/26/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,18,3.5,0,Tuesday,0,0,60.2,0.1,46
3/26/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,23,5.16,1,Tuesday,0,0,59.4,0.83,66
3/26/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,18,2.5,0,Tuesday,0,0,52.2,1.14,44.8
3/26/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,16,5.9,0,Tuesday,0,0,36.4,0.03,52.8
3/26/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,19,5,0,Tuesday,0,0,43.2,1.09,62.6
3/26/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,24,3.5,0,Tuesday,0,0,70.8,0.75,48.4
3/26/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,20,5.1,1,Tuesday,0,0,55.4,2.23,62.3
3/26/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,22,2.5,0,Tuesday,0,0,50,2.66,57.1
3/26/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,16,5.9,0,Tuesday,0,0,38.9,1.73,83
3/26/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,23,5,0,Tuesday,0,0,34.2,0.96,79.7
3/26/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,25,3.5,0,Tuesday,0,0,49.5,0.37,89.6
3/27/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,18,4.87,1,Wednesday,0,0,73.3,2.82,66.4
3/27/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,19,2.5,0,Wednesday,0,0,51.6,0.63,68.8
3/27/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,19,5.9,0,Wednesday,0,1,66,0.66,87.3
3/27/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,18,5,0,Wednesday,0,0,51,3.72,60
3/27/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,27,3.01,1,Wednesday,0,0,69.6,5.57,67.8
3/27/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,18,6,0,Wednesday,0,0,54.7,3.43,59
3/27/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,33,2.5,0,Wednesday,0,0,41.5,9.51,67.3
3/27/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,22,5.9,0,Wednesday,0,0,56,3.05,44
3/27/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,18,4.23,1,Wednesday,0,0,87.5,1.83,79.2
3/27/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,21,3.5,0,Wednesday,0,0,86.8,0.52,89.3
3/27/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,16,6,0,Wednesday,0,0,67.3,4.59,43.3
3/27/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,18,2.5,0,Wednesday,0,0,57.9,3.14,80.1
3/27/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,18,5.9,0,Wednesday,0,0,64.6,0.41,52.1
3/27/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,23,5,0,Wednesday,0,0,64.8,1.01,49.9
3/27/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,23,3.5,0,Wednesday,0,0,59.4,0.11,74.7
3/28/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,16,6,0,Thursday,0,0,66.6,4.6,42.2
3/28/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,20,2.5,0,Thursday,0,0,63.1,1.28,63.2
3/28/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,24,5.9,0,Thursday,0,0,55.3,0.42,40.1
3/28/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,21,5,0,Thursday,0,0,42.1,0.52,67.7
3/28/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,24,3.13,1,Thursday,0,0,53.1,5.92,63.1
3/28/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,24,5.4,1,Thursday,0,0,72,1.43,85.8
3/28/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,24,2.5,0,Thursday,0,0,59.5,0.82,76
3/28/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,14,5.9,0,Thursday,0,0,64.5,1.04,46.3
3/28/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,22,4.38,1,Thursday,0,0,55.8,0.16,57.7
3/28/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,15,3.5,0,Thursday,0,0,44.1,0.12,86.6
3/28/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,26,6,0,Thursday,0,0,56.4,1.35,76.3
3/28/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,27,2.08,1,Thursday,0,1,44.7,1.08,69.7
3/28/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,21,5.9,0,Thursday,0,0,43.7,0.67,68
3/28/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,26,5,0,Thursday,0,0,78.1,1.25,59.9
3/28/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,22,3.5,0,Thursday,0,0,53.7,0.11,69.3
3/29/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,20,6,0,Friday,0,1,48.9,4.32,78.6
3/29/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,17,2.5,0,Friday,0,0,84.3,0.52,46.4
3/29/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,17,5.24,1,Friday,0,0,72.2,0.11,88.5
3/29/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,16,5,0,Friday,0,0,54.4,0.28,52
3/29/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,27,3.5,0,Friday,0,0,66.4,0.15,62.4
3/29/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,15,5.33,1,Friday,0,0,56.5,0.3,41.1
3/29/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,23,2.5,0,Friday,0,0,49.6,0.81,67.5
3/29/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,25,5.9,0,Friday,0,0,67.1,2.01,59.1
3/29/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,24,5,0,Friday,0,0,55.1,0.48,52.5
3/29/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,23,3.01,1,Friday,0,0,61.1,0.86,89.3
3/29/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,29,6,0,Friday,0,0,75.3,3.96,61.4
3/29/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,18,2.5,0,Friday,0,1,73.7,0.53,60.7
3/29/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,15,5.9,0,Friday,0,0,51.7,2.38,63.2
3/29/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,16,5,0,Friday,0,0,67.3,0.26,45.8
3/29/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,17,3.5,0,Friday,0,0,43.1,0.29,59.7
3/30/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,24,6.14,0,Saturday,1,0,66.8,0.91,56.8
3/30/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,13,2.56,0,Saturday,1,0,62.2,0.4,63.3
3/30/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,18,5.98,0,Saturday,1,0,65.7,3.5,82.8
3/30/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,16,5.06,0,Saturday,1,0,55.5,0.08,49.6
3/30/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,26,3.6,0,Saturday,1,0,91.3,1.36,70.4
3/30/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,16,6.09,0,Saturday,1,0,46.5,1.39,41.9
3/30/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,11,2.04,1,Saturday,1,0,74.6,0.1,55.8
3/30/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,23,4.8,1,Saturday,1,0,44.5,1.98,63.6
3/30/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,16,4.11,1,Saturday,1,0,67.6,0.95,43.7
3/30/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,19,3.55,0,Saturday,1,1,68.6,1.93,67.2
3/30/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,24,6.16,0,Saturday,1,0,60.8,2.63,55.5
3/30/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,17,2.56,0,Saturday,1,0,52.6,0.58,89.6
3/30/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,16,6.03,0,Saturday,1,0,62.1,0.99,71.5
3/30/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,24,5.08,0,Saturday,1,0,64,0.45,52.2
3/30/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,24,3.55,0,Saturday,1,0,86.8,0.34,45.1
3/31/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,25,6.07,0,Sunday,1,0,46.9,0,42
3/31/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,21,2.55,0,Sunday,1,0,51.7,4.97,44.5
3/31/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,26,6.03,0,Sunday,1,0,64.3,0.87,74
3/31/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,24,5.09,0,Sunday,1,0,56.2,0.02,82.7
3/31/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,23,3.57,0,Sunday,1,0,58.5,0.01,47.8
3/31/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,16,6.1,0,Sunday,1,0,76.1,0.51,60.1
3/31/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,18,2.09,1,Sunday,1,0,17.7,0.02,57.7
3/31/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,24,6.07,0,Sunday,1,0,51,0.7,72.2
3/31/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,21,5.07,0,Sunday,1,0,33.9,0.1,49.1
3/31/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,19,3.02,1,Sunday,1,0,42.1,0.06,87.7
3/31/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,22,6.08,0,Sunday,1,0,96.1,1.66,76.4
3/31/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,29,2.56,0,Sunday,1,0,69,3.56,87.8
3/31/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,20,6.05,0,Sunday,1,0,74.3,0.79,53.9
3/31/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,23,5.14,0,Sunday,1,0,58.8,2.72,69.4
3/31/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,17,3.55,0,Sunday,1,0,71.4,0.04,76.6
4/1/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,22,6,0,Monday,0,0,33.5,2.26,75.5
4/1/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,15,2.5,0,Monday,0,0,75.6,0.1,41.1
4/1/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,19,4.75,1,Monday,0,0,47.7,2.73,89.9
4/1/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,25,5,0,Monday,0,0,52,3.21,86.4
4/1/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,21,3.5,0,Monday,0,0,67.6,2.31,46
4/1/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,31,6,0,Monday,0,0,64.7,2.58,67.2
4/1/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,20,2.5,0,Monday,0,0,61.3,1.24,55.7
4/1/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,15,5.27,1,Monday,0,0,39.6,0.46,83.9
4/1/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,17,5,0,Monday,0,0,61.5,1.55,74.9
4/1/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,21,2.94,1,Monday,0,0,74.4,0.87,51.2
4/1/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,18,6,0,Monday,0,0,52,0.01,41.7
4/1/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,12,2.24,1,Monday,0,0,79.7,0.97,54.6
4/1/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,22,5.9,0,Monday,0,1,46.9,1.58,41.9
4/1/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,15,5,0,Monday,0,0,60.1,0.02,47.1
4/1/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,17,3.5,0,Monday,0,0,83,1.46,71.8
4/2/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,27,6,0,Tuesday,0,0,49.8,1.59,77.3
4/2/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,25,2.5,0,Tuesday,0,0,75.8,0.26,63.4
4/2/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,18,4.78,1,Tuesday,0,0,89.6,0.85,70
4/2/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,12,5,0,Tuesday,0,0,62.6,5,47.8
4/2/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,12,3.5,0,Tuesday,0,0,52.1,3.23,55.8
4/2/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,16,6,0,Tuesday,0,1,48.4,0.79,75.6
4/2/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,17,2.5,0,Tuesday,0,1,79.6,0.65,58.2
4/2/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,15,5,1,Tuesday,0,0,79.2,0.2,57.4
4/2/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,17,5,0,Tuesday,0,0,81.7,0.05,49.7
4/2/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,18,3.5,0,Tuesday,0,0,59.5,0.53,69.7
4/2/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,16,6,0,Tuesday,0,1,75.6,4.23,80.5
4/2/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,16,2.5,0,Tuesday,0,0,59.3,4.78,63.5
4/2/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,22,5.9,0,Tuesday,0,0,46.8,2.51,45.8
4/2/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,16,5,0,Tuesday,0,0,76.9,0.65,81.9
4/2/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,14,3.5,0,Tuesday,0,0,84.5,0.23,43.6
4/3/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,26,6,0,Wednesday,0,0,44.7,1.36,63.6
4/3/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,12,2.5,0,Wednesday,0,0,44.4,1.56,53.1
4/3/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,17,5.9,0,Wednesday,0,0,60.6,0.83,86.8
4/3/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,24,5,0,Wednesday,0,1,74.3,1.76,76.9
4/3/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,21,3.5,0,Wednesday,0,0,43,2.06,68.3
4/3/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,14,6,0,Wednesday,0,0,63.4,2.29,73.4
4/3/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,17,2.5,0,Wednesday,0,0,51.1,1.05,66.6
4/3/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,12,5.9,0,Wednesday,0,0,70.5,2.35,47.4
4/3/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,17,5,0,Wednesday,0,0,48,0.04,75.5
4/3/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,11,2.92,1,Wednesday,0,0,71.6,1.71,64.6
4/3/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,19,6,0,Wednesday,0,0,57.6,0.4,71.7
4/3/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,21,2.5,0,Wednesday,0,0,45.9,0.47,42.3
4/3/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,17,5.9,0,Wednesday,0,0,61,0.14,47.1
4/3/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,26,5,0,Wednesday,0,0,30.9,0.32,69.5
4/3/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,15,2.86,1,Wednesday,0,0,51.6,7.24,63
4/4/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,23,5.31,1,Thursday,0,0,65.1,0.81,51.3
4/4/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,20,2.5,0,Thursday,0,0,33.4,3.94,52
4/4/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,18,5.9,0,Thursday,0,0,21.4,0.27,71.6
4/4/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,19,5,0,Thursday,0,0,24.9,0.34,42.9
4/4/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,19,3.5,0,Thursday,0,0,79.9,1.22,61.7
4/4/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,14,6,0,Thursday,0,0,58.8,0.65,66.2
4/4/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,30,2.24,1,Thursday,0,0,52,1.55,55.4
4/4/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,21,5.9,0,Thursday,0,0,74.2,0.82,81
4/4/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,20,4.06,1,Thursday,0,0,53.9,2.5,42.8
4/4/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,16,3.04,1,Thursday,0,0,64,0.85,83.3
4/4/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,18,5.32,1,Thursday,0,0,60.4,1.27,76.2
4/4/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,14,2.5,0,Thursday,0,0,52.9,0.58,62.3
4/4/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,15,5.9,0,Thursday,0,0,64.4,1.83,86.2
4/4/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,16,5,0,Thursday,0,0,71.6,1.6,75.1
4/4/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,25,3.5,0,Thursday,0,0,57.2,0.76,86.6
4/5/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,21,6,0,Friday,0,0,53.1,0.48,63.6
4/5/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,18,2.5,0,Friday,0,0,54.9,1.43,62.6
4/5/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,18,5.9,0,Friday,0,0,25.5,4.3,66.5
4/5/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,21,5,0,Friday,0,0,64.2,0.21,43.3
4/5/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,24,3.5,0,Friday,0,0,41.9,2.41,85.4
4/5/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,22,6,0,Friday,0,0,69.4,1.17,73.4
4/5/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,16,2.5,0,Friday,0,0,58.6,1.12,70.9
4/5/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,16,5.9,0,Friday,0,0,61.6,4.89,86.3
4/5/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,24,5,0,Friday,0,0,70.5,1.4,89.7
4/5/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,23,2.99,1,Friday,0,0,46.1,2.66,48.2
4/5/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,19,6,0,Friday,0,0,65.5,1.08,77.4
4/5/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,13,2.5,0,Friday,0,0,64,0.43,69
4/5/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,28,5.9,0,Friday,0,0,57.2,1.78,63
4/5/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,17,5,0,Friday,0,0,46.1,3.85,88.9
4/5/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,20,3.5,0,Friday,0,0,68.9,2.76,82.5
4/6/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,24,5.04,1,Saturday,1,0,70.6,0.33,74.8
4/6/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,20,2.24,1,Saturday,1,0,61.7,0.57,59.1
4/6/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,24,5.99,0,Saturday,1,0,43.9,1.09,73.3
4/6/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,25,5.05,0,Saturday,1,0,52.1,1.27,66.6
4/6/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,18,3.56,0,Saturday,1,0,59.1,0.32,52.5
4/6/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,21,6.17,0,Saturday,1,0,70.3,0.39,62.5
4/6/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,20,2.57,0,Saturday,1,0,36.2,2.13,50.6
4/6/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,10,6.03,0,Saturday,1,0,51.5,1.97,65
4/6/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,21,5.07,0,Saturday,1,0,54,2.74,76
4/6/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,25,3.6,0,Saturday,1,0,58.8,4.05,41.8
4/6/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,16,6.12,0,Saturday,1,0,40.5,0.55,78.3
4/6/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,23,2.53,0,Saturday,1,0,56.7,2.94,41
4/6/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,21,6.07,0,Saturday,1,0,55.3,1.64,65.9
4/6/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,15,5.13,0,Saturday,1,0,44.4,4.75,68.7
4/6/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,24,3.59,0,Saturday,1,0,58.2,0.48,78.1
4/7/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,23,6.15,0,Sunday,1,0,51.9,0.47,78.1
4/7/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,24,2.54,0,Sunday,1,0,67.4,1.83,60.9
4/7/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,22,5.98,0,Sunday,1,0,46.7,3.96,43.3
4/7/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,28,5.12,0,Sunday,1,0,61.3,2.61,74.7
4/7/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,11,3.55,0,Sunday,1,0,47.9,1.95,65.5
4/7/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,25,6.11,0,Sunday,1,1,51,0.73,56.7
4/7/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,24,2.56,0,Sunday,1,0,64.5,1.9,51.7
4/7/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,18,6.05,0,Sunday,1,0,63.5,2.42,46
4/7/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,31,5.1,0,Sunday,1,0,53.7,2.1,54.8
4/7/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,28,3.59,0,Sunday,1,0,56,1.69,62.9
4/7/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,21,6.16,0,Sunday,1,0,38.2,0.07,63.9
4/7/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,17,2.09,1,Sunday,1,0,81,1.62,69.1
4/7/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,23,5.99,0,Sunday,1,0,70.3,0.98,58.1
4/7/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,23,5.08,0,Sunday,1,1,69.8,4.89,86
4/7/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,18,3.56,0,Sunday,1,0,36.1,1.4,64.8
4/8/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,19,6,0,Monday,0,0,51.1,1.41,61.2
